CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
J82,URINARY_TRACT,2265623,SRR8615490,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615490.ALL.bw
IOMMLEE,CENTRAL_NERVOUS_SYSTEM,2265656,SRR8615491,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615491.ALL.bw
INA6,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2265690,SRR8615492,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615492.ALL.bw
ISHIKAWAHERAKLIO02ER,ENDOMETRIUM,2265723,SRR8615493,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615493.ALL.bw
IPC298,SKIN,2265754,SRR8615494,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615494.ALL.bw
SKNO1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2265814,SRR8615496,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615496.ALL.bw
SKNMC,BONE,2265848,SRR8615497,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615497.ALL.bw
NCIH929,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2265875,SRR8615498,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615498.ALL.bw
SKNEP1,BONE,2265906,SRR8615499,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615499.ALL.bw
KYSE510,OESOPHAGUS,2269204,SRR8615500,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8615500.ALL.bw
SKNBE2,AUTONOMIC_GANGLIA,2269237,SRR8615501,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8615501.ALL.bw
SKNAS,AUTONOMIC_GANGLIA,2269268,SRR8615502,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8615502.ALL.bw
SKMM2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2269301,SRR8615503,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8615503.ALL.bw
SW48,LARGE_INTESTINE,2269332,SRR8615504,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8615504.ALL.bw
SKOV3,OVARY,2269362,SRR8615505,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8615505.ALL.bw
SKNSH,AUTONOMIC_GANGLIA,2269394,SRR8615506,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8615506.ALL.bw
CAOV3,OVARY,2269425,SRR8615507,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8615507.ALL.bw
CAOV4,OVARY,2269458,SRR8615508,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8615508.ALL.bw
OCILY19,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2269490,SRR8615509,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8615509.ALL.bw
OCIAML5,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1134863,SRR8615510,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8615510.ALL.bw
KYSE450,OESOPHAGUS,1134878,SRR8615511,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8615511.ALL.bw
OCIAML2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2269778,SRR8615512,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8615512.ALL.bw
OC314,OVARY,2269809,SRR8615513,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8615513.ALL.bw
OAW42,OVARY,2269843,SRR8615514,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8615514.ALL.bw
MKN45,STOMACH,2269873,SRR8615515,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8615515.ALL.bw
MKN74,STOMACH,2269904,SRR8615516,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8615516.ALL.bw
MJ,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2269937,SRR8615517,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8615517.ALL.bw
MKN1,STOMACH,2269968,SRR8615518,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8615518.ALL.bw
MIAPACA2,PANCREAS,2270000,SRR8615519,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8615519.ALL.bw
MINO,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2270224,SRR8615520,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8615520.ALL.bw
MHHES1,BONE,2270256,SRR8615521,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8615521.ALL.bw
MHHNB11,AUTONOMIC_GANGLIA,1135150,SRR8615522,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8615522.ALL.bw
MHHCALL3,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1135166,SRR8615523,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8615523.ALL.bw
MHHCALL4,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1135183,SRR8615524,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8615524.ALL.bw
SNU1076,UPPER_AERODIGESTIVE_TRACT,1135198,SRR8615525,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8615525.ALL.bw
CHP126,AUTONOMIC_GANGLIA,2270416,SRR8615526,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8615526.ALL.bw
CAL78,BONE,2270448,SRR8615527,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8615527.ALL.bw
CAL851,BREAST,1135247,SRR8615528,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8615528.ALL.bw
NCIH292,LUNG,1135262,SRR8615529,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8615529.ALL.bw
NCIH3122,LUNG,1135375,SRR8615530,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8615530.ALL.bw
CALU6,LUNG,2270769,SRR8615531,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8615531.ALL.bw
CAMA1,BREAST,1135407,SRR8615532,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8615532.ALL.bw
CALU1,LUNG,1135423,SRR8615533,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8615533.ALL.bw
CALU3,LUNG,2270864,SRR8615534,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8615534.ALL.bw
NCIH2405,LUNG,1135455,SRR8615535,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8615535.ALL.bw
NCIH2444,LUNG,1135471,SRR8615536,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8615536.ALL.bw
NCIH2347,LUNG,1135485,SRR8615537,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8615537.ALL.bw
NCIH23,LUNG,1135502,SRR8615538,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8615538.ALL.bw
NCIH2887,LUNG,2271024,SRR8615539,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8615539.ALL.bw
NCIH28,PLEURA,2271251,SRR8615540,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8615540.ALL.bw
NCIH2452,PLEURA,2271280,SRR8615541,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8615541.ALL.bw
NCIH2882,LUNG,2271313,SRR8615542,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8615542.ALL.bw
OPM1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2271347,SRR8615543,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8615543.ALL.bw
LN428,CENTRAL_NERVOUS_SYSTEM,2271379,SRR8615544,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8615544.ALL.bw
LN443,CENTRAL_NERVOUS_SYSTEM,2271414,SRR8615545,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8615545.ALL.bw
LN464,CENTRAL_NERVOUS_SYSTEM,2271446,SRR8615546,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8615546.ALL.bw
LNCAPCLONEFGC,PROSTATE,2271480,SRR8615547,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8615547.ALL.bw
LNZ308,CENTRAL_NERVOUS_SYSTEM,2271512,SRR8615548,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8615548.ALL.bw
LOUCY,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2271541,SRR8615549,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8615549.ALL.bw
LOUNH91,LUNG,2271765,SRR8615550,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8615550.ALL.bw
JHUEM7,ENDOMETRIUM,2271799,SRR8615551,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8615551.ALL.bw
JHUEM3,ENDOMETRIUM,2271831,SRR8615552,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8615552.ALL.bw
JHUEM2,ENDOMETRIUM,2271861,SRR8615553,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8615553.ALL.bw
JHUEM1,ENDOMETRIUM,2271894,SRR8615554,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8615554.ALL.bw
JL1,PLEURA,2271926,SRR8615555,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8615555.ALL.bw
JK1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2271957,SRR8615556,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8615556.ALL.bw
JJN3,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2271989,SRR8615557,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8615557.ALL.bw
JIMT1,BREAST,2272020,SRR8615558,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8615558.ALL.bw
JMSU1,URINARY_TRACT,2272053,SRR8615559,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8615559.ALL.bw
JM1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2272278,SRR8615560,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8615560.ALL.bw
SW1573,LUNG,2272310,SRR8615561,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8615561.ALL.bw
SW1710,URINARY_TRACT,2272341,SRR8615562,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8615562.ALL.bw
SW1417,LARGE_INTESTINE,2272372,SRR8615563,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8615563.ALL.bw
SW1463,LARGE_INTESTINE,2272407,SRR8615564,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8615564.ALL.bw
SNU1196,BILIARY_TRACT,2272440,SRR8615565,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8615565.ALL.bw
SNU1105,CENTRAL_NERVOUS_SYSTEM,2272471,SRR8615566,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8615566.ALL.bw
SW1783,CENTRAL_NERVOUS_SYSTEM,2272503,SRR8615567,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8615567.ALL.bw
SW1990,PANCREAS,2272535,SRR8615568,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8615568.ALL.bw
CAL62,THYROID,2272566,SRR8615569,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8615569.ALL.bw
SNU1066,UPPER_AERODIGESTIVE_TRACT,2272789,SRR8615570,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8615570.ALL.bw
SNU1079,BILIARY_TRACT,2272820,SRR8615571,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8615571.ALL.bw
SNU1077,ENDOMETRIUM,2272853,SRR8615572,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8615572.ALL.bw
SNU1033,LARGE_INTESTINE,2272884,SRR8615573,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8615573.ALL.bw
SNGM,ENDOMETRIUM,2272918,SRR8615574,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8615574.ALL.bw
SNU1041,UPPER_AERODIGESTIVE_TRACT,2272950,SRR8615575,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8615575.ALL.bw
SNU1040,LARGE_INTESTINE,2272983,SRR8615576,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8615576.ALL.bw
MDAMB453,BREAST,2273014,SRR8615577,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8615577.ALL.bw
MDAMB468,BREAST,2273046,SRR8615578,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8615578.ALL.bw
MDAPCA2B,PROSTATE,2273078,SRR8615579,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8615579.ALL.bw
MDST8,LARGE_INTESTINE,2273301,SRR8615580,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8615580.ALL.bw
MDAMB361,BREAST,2273336,SRR8615581,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8615581.ALL.bw
MDAMB415,BREAST,2273369,SRR8615582,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8615582.ALL.bw
MDAMB435S,SKIN,2273401,SRR8615583,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8615583.ALL.bw
MDAMB436,BREAST,2273432,SRR8615584,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8615584.ALL.bw
ME1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2273465,SRR8615585,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8615585.ALL.bw
MEC1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2273498,SRR8615586,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8615586.ALL.bw
S117,THYROID,2273531,SRR8615587,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8615587.ALL.bw
HEC50B,ENDOMETRIUM,2273562,SRR8615588,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8615588.ALL.bw
NCIH1435,LUNG,2273595,SRR8615589,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8615589.ALL.bw
RERFLCKJ,LUNG,2273818,SRR8615590,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615590.ALL.bw
RERFLCAI,LUNG,2273850,SRR8615591,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615591.ALL.bw
RDES,BONE,2273882,SRR8615592,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615592.ALL.bw
RCM1,LARGE_INTESTINE,2273915,SRR8615593,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615593.ALL.bw
REC1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2273946,SRR8615594,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615594.ALL.bw
RD,SOFT_TISSUE,2273978,SRR8615595,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8615595.ALL.bw
RERFGC1B,STOMACH,2274010,SRR8615596,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615596.ALL.bw
REH,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2274044,SRR8615597,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615597.ALL.bw
RERFLCAD2,LUNG,2274077,SRR8615598,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615598.ALL.bw
RERFLCAD1,LUNG,2274108,SRR8615599,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615599.ALL.bw
NCIH1155,LUNG,2277403,SRR8615600,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8615600.ALL.bw
NCIH2081,LUNG,2277434,SRR8615601,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8615601.ALL.bw
NCIH1963,LUNG,2277466,SRR8615602,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8615602.ALL.bw
NCIH1944,LUNG,2277498,SRR8615603,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8615603.ALL.bw
NCIH209,LUNG,2277533,SRR8615604,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8615604.ALL.bw
NCIH2106,LUNG,2277564,SRR8615605,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8615605.ALL.bw
NCIH2110,LUNG,2277594,SRR8615606,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8615606.ALL.bw
NCIH211,LUNG,2277626,SRR8615607,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8615607.ALL.bw
NCIH1838,LUNG,2277660,SRR8615608,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8615608.ALL.bw
NCIH1836,LUNG,2277692,SRR8615609,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8615609.ALL.bw
NCIH1819,LUNG,2277915,SRR8615610,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8615610.ALL.bw
NCIH1793,LUNG,2277949,SRR8615611,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8615611.ALL.bw
NCIH1373,LUNG,2277979,SRR8615612,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8615612.ALL.bw
NCIH1915,LUNG,2278015,SRR8615613,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8615613.ALL.bw
NCIH1876,LUNG,2278044,SRR8615614,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8615614.ALL.bw
NCIH1869,LUNG,2278074,SRR8615615,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8615615.ALL.bw
NCIH1385,LUNG,2278110,SRR8615616,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8615616.ALL.bw
COLO829,SKIN,2278140,SRR8615617,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8615617.ALL.bw
COLO800,SKIN,2278172,SRR8615618,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8615618.ALL.bw
SNUC4,LARGE_INTESTINE,2278207,SRR8615619,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8615619.ALL.bw
TE159T,FIBROBLAST,2278425,SRR8615620,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8615620.ALL.bw
HEC1B,ENDOMETRIUM,2278457,SRR8615621,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8615621.ALL.bw
HEC251,ENDOMETRIUM,2278488,SRR8615622,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8615622.ALL.bw
HEC265,ENDOMETRIUM,2278520,SRR8615623,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8615623.ALL.bw
ECC12,STOMACH,2278549,SRR8615624,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8615624.ALL.bw
